Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
291;21101268228;"Sakarya University Journal of Computer and Information Sciences";journal;"26368129";"Sakarya University";Yes;Yes;0,254;Q4;5;42;56;1514;71;56;1,27;36,05;18,39;0;8;Turkey;Middle East;"Sakarya University";"2022-2024";"Computer Science (miscellaneous) (Q3); Decision Sciences (miscellaneous) (Q3); Software (Q4); Theoretical Computer Science (Q4)";"Computer Science; Decision Sciences; Mathematics"
292;24258;"Inteligencia Artificial";journal;"11373601";"Asociacion Espanola de Inteligencia Artificial";Yes;Yes;0,251;Q4;16;27;64;1032;110;64;1,75;38,22;33,87;0;6;Spain;Western Europe;"Asociacion Espanola de Inteligencia Artificial";"2004-2010, 2012-2025";"Artificial Intelligence (Q4); Software (Q4)";"Computer Science"
293;21100211724;"Intelligent Decision Technologies";journal;"18724981, 18758843";"SAGE Publications Ltd";No;No;0,250;Q4;20;204;206;6700;308;196;1,42;32,84;35,32;0;64;Netherlands;Western Europe;"SAGE Publications Ltd";"2007-2024";"Computer Vision and Pattern Recognition (Q3); Artificial Intelligence (Q4); Human-Computer Interaction (Q4); Software (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Computer Science; Decision Sciences; Mathematics"
294;23958;"Journal of Multiple-Valued Logic and Soft Computing";journal;"15423980";"Old City Publishing";No;No;0,247;Q4;30;63;131;2114;181;128;0,89;33,56;34,03;0;15;United States;Northern America;"Old City Publishing";"2003-2025";"Logic (Q4); Software (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
295;21100369411;"Bulletin of the South Ural State University, Series: Mathematical Modelling, Programming and Computer Software";journal;"20710216, 23080256";"South Ural State University";No;No;0,245;Q4;15;29;124;562;65;124;0,63;19,38;42,86;0;5;Russian Federation;Eastern Europe;"South Ural State University";"2014-2024";"Computational Mathematics (Q3); Computational Theory and Mathematics (Q4); Modeling and Simulation (Q4); Software (Q4)";"Computer Science; Mathematics"
296;18056;"Jiqiren/Robot";journal;"10020446";"Chinese Academy of Sciences";No;No;0,242;Q4;33;63;198;2537;327;198;1,74;40,27;29,55;0;8;China;Asiatic Region;"Chinese Academy of Sciences";"1998, 2001-2025";"Electrical and Electronic Engineering (Q3); Mechanical Engineering (Q3); Applied Mathematics (Q4); Artificial Intelligence (Q4); Modeling and Simulation (Q4); Software (Q4)";"Computer Science; Engineering; Mathematics"
297;19913;"Ruan Jian Xue Bao/Journal of Software";journal;"10009825";"Chinese Academy of Sciences";No;No;0,241;Q4;75;280;786;16273;1206;784;1,33;58,12;30,97;0;17;China;Asiatic Region;"Chinese Academy of Sciences";"1995-2025";"Software (Q4)";"Computer Science"
298;15109;"IEICE Transactions on Information and Systems";journal;"17451361, 09168532";"Maruzen Co., Ltd/Maruzen Kabushikikaisha";No;No;0,240;Q4;58;194;748;4842;687;713;0,96;24,96;25,61;0;12;Japan;Asiatic Region;"Maruzen Co., Ltd/Maruzen Kabushikikaisha";"1993-2025";"Computer Vision and Pattern Recognition (Q3); Electrical and Electronic Engineering (Q3); Artificial Intelligence (Q4); Hardware and Architecture (Q4); Software (Q4)";"Computer Science; Engineering"
299;17800156773;"International Journal of Innovative Computing and Applications";journal;"17516498, 1751648X";"Inderscience Enterprises Ltd";No;No;0,235;Q4;20;5;87;263;73;85;0,70;52,60;41,67;0;1;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007-2024";"Hardware and Architecture (Q4); Software (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
300;13012;"RAIRO - Theoretical Informatics and Applications";journal;"1290385X, 09883754";"EDP Sciences";No;No;0,234;Q4;33;19;34;350;18;32;0,67;18,42;24,39;0;0;France;Western Europe;"EDP Sciences";"1995-2025";"Computer Science Applications (Q4); Mathematics (miscellaneous) (Q4); Software (Q4)";"Computer Science; Mathematics"
301;26742;"Performance Evaluation Review";journal;"01635999";"Association for Computing Machinery (ACM)";No;No;0,233;Q4;87;111;359;955;237;344;0,53;8,60;21,01;1;10;United States;Northern America;"Association for Computing Machinery (ACM)";"1980, 1982, 1984, 1986-1989, 1994, 1996-2025";"Computer Networks and Communications (Q3); Hardware and Architecture (Q4); Software (Q4)";"Computer Science"
302;21100244604;"Scientific Visualization";journal;"20793537";"National Research Nuclear University "MEPhI"";No;No;0,232;Q4;13;56;168;1319;112;168;0,69;23,55;38,32;0;8;Russian Federation;Eastern Europe;"National Research Nuclear University "MEPhI"";"2013-2024";"Computer Vision and Pattern Recognition (Q4); Software (Q4)";"Computer Science"
303;21100203301;"Journal of Information Processing Systems";journal;"2092805X, 1976913X";"Korea Information Processing Society (KIPS)";No;No;0,231;Q4;34;70;227;1352;228;227;0,73;19,31;45,57;0;12;South Korea;Asiatic Region;"Korea Information Processing Society (KIPS)";"2012-2024";"Information Systems (Q3); Software (Q4)";"Computer Science"
304;21100198475;"Electronic Letters on Computer Vision and Image Analysis";journal;"15775097";"Universitat Autonoma de Barcelona";Yes;Yes;0,230;Q4;15;7;41;187;69;41;1,67;26,71;42,11;0;1;Spain;Western Europe;"Universitat Autonoma de Barcelona";"2011-2024";"Computer Vision and Pattern Recognition (Q4); Software (Q4)";"Computer Science"
305;25482;"International Journal of Robotics and Automation";journal;"19257090, 08268185";"Acta Press";No;No;0,229;Q4;30;52;189;1550;146;186;0,91;29,81;29,09;0;14;Canada;Northern America;"Acta Press";"1995-2025";"Electrical and Electronic Engineering (Q3); Mechanical Engineering (Q3); Artificial Intelligence (Q4); Control and Systems Engineering (Q4); Modeling and Simulation (Q4); Software (Q4)";"Computer Science; Engineering; Mathematics"
306;21101132923;"Internet Technology Letters";journal;"24761508";"John Wiley and Sons Inc";No;No;0,226;Q4;25;158;204;2449;282;128;1,58;15,50;34,70;1;37;United Kingdom;Western Europe;"John Wiley and Sons Inc";"2018-2025";"Computer Networks and Communications (Q3); Artificial Intelligence (Q4); Information Systems (Q4); Software (Q4)";"Computer Science"
307;21101085281;"Art, Science, and Engineering of Programming";journal;"24737321";"AOSA Inc.";No;No;0,223;Q4;11;4;54;248;42;54;0,79;62,00;0,00;0;0;United States;Northern America;"AOSA Inc.";"2017-2024";"Artificial Intelligence (Q4); Computational Theory and Mathematics (Q4); Modeling and Simulation (Q4); Software (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
308;21100902867;"Differencialnie Uravnenia i Protsesy Upravlenia";journal;"18172172";"Saint Petersburg State University";No;No;0,223;Q4;7;32;83;746;30;83;0,33;23,31;28,85;0;1;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2019-2024";"Analysis (Q4); Applied Mathematics (Q4); Computer Science Applications (Q4); Control and Optimization (Q4); Information Systems (Q4); Software (Q4)";"Computer Science; Mathematics"
309;21100820054;"International Journal of Computing";journal;"17276209, 23125381";"Research Institute of Intelligent Computer Systems";Yes;No;0,223;Q4;22;72;164;2492;190;164;1,28;34,61;30,16;0;13;Ukraine;Eastern Europe;"Research Institute of Intelligent Computer Systems";"2016-2024";"Computer Networks and Communications (Q3); Computer Science (miscellaneous) (Q3); Hardware and Architecture (Q4); Information Systems (Q4); Software (Q4)";"Computer Science"
310;26714;"Jisuanji Yanjiu yu Fazhan/Computer Research and Development";journal;"10001239";"Science Press";No;No;0,223;Q4;47;207;588;10550;753;587;1,20;50,97;31,56;0;24;China;Asiatic Region;"Science Press";"1998, 2001-2025";"Computer Networks and Communications (Q3); Hardware and Architecture (Q4); Software (Q4)";"Computer Science"
311;5800173367;"IET Computers and Digital Techniques";journal;"1751861X, 17518601";"John Wiley and Sons Ltd";Yes;No;0,221;Q4;49;7;63;316;85;62;1,25;45,14;22,73;0;3;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2007-2024";"Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q4); Software (Q4)";"Computer Science; Engineering"
312;19900195075;"International Journal of Communication Networks and Information Security";journal;"20760930, 2073607X";"UK Zhende Publishing Limited";Yes;No;0,221;Q4;28;0;142;0;267;142;2,38;0,00;0,00;0;0;United Kingdom;Western Europe;"UK Zhende Publishing Limited";"2009-2022";"Computer Networks and Communications (Q3); Software (Q4)";"Computer Science"
313;21101186203;"International Journal of Intelligent Engineering Informatics";journal;"17588715, 17588723";"Inderscience Publishers";No;No;0,221;Q4;6;25;39;1415;99;39;2,54;56,60;28,57;0;5;United Kingdom;Western Europe;"Inderscience Publishers";"2022-2025";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4); Human-Computer Interaction (Q4); Signal Processing (Q4); Software (Q4)";"Computer Science"
314;21100201073;"Journal of Institute of Control, Robotics and Systems";journal;"19765622";"Institute of Control, Robotics and Systems";No;No;0,221;Q4;14;177;454;4026;335;439;0,82;22,75;21,12;0;32;South Korea;Asiatic Region;"Institute of Control, Robotics and Systems";"2008-2025";"Applied Mathematics (Q4); Control and Systems Engineering (Q4); Software (Q4)";"Computer Science; Engineering; Mathematics"
315;21100793172;"Informatika i ee Primeneniya";journal;"19922264, 23109912";"Federal Research Center "Computer Science and Control" of Russian Academy of Sciences";No;No;0,220;Q4;10;24;173;343;76;173;0,50;14,29;40,00;0;1;Russian Federation;Eastern Europe;"Federal Research Center "Computer Science and Control" of Russian Academy of Sciences";"2015-2024";"Computer Networks and Communications (Q3); Applied Mathematics (Q4); Computational Theory and Mathematics (Q4); Information Systems (Q4); Software (Q4)";"Computer Science; Mathematics"
316;19900191968;"Journal of Communications Software and Systems";journal;"18456421";"University of Split";Yes;No;0,219;Q4;20;34;105;1344;121;103;1,17;39,53;20,21;0;4;Croatia;Eastern Europe;"University of Split";"2006-2025";"Electrical and Electronic Engineering (Q3); Software (Q4)";"Computer Science; Engineering"
317;19266;"International Journal of Computer Applications in Technology";journal;"09528091";"Inderscience Enterprises Ltd";No;No;0,218;Q4;33;39;302;835;390;300;1,27;21,41;36,92;0;3;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"1976, 1988-2024";"Computer Networks and Communications (Q3); Electrical and Electronic Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Computer Science Applications (Q4); Information Systems (Q4); Software (Q4)";"Computer Science; Engineering"
318;19700186847;"International Journal of Digital Crime and Forensics";journal;"19416210, 19416229";"IGI Global Publishing";No;No;0,217;Q4;18;7;57;171;74;57;1,44;24,43;23,53;0;0;United States;Northern America;"IGI Global Publishing";"2009-2024";"Software (Q4)";"Computer Science"
319;11900154399;"International Journal of Data Warehousing and Mining";journal;"15483924, 15483932";"IGI Publishing";No;No;0,215;Q4;26;17;78;544;117;78;1,53;32,00;25,00;0;5;United States;Northern America;"IGI Publishing";"2005-2024";"Hardware and Architecture (Q4); Software (Q4)";"Computer Science"
320;5800179613;"International Journal of Ad Hoc and Ubiquitous Computing";journal;"17438225, 17438233";"Inderscience Enterprises Ltd";No;No;0,214;Q4;27;59;182;1943;204;181;1,28;32,93;27,13;0;14;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2025";"Computer Networks and Communications (Q4); Hardware and Architecture (Q4); Software (Q4)";"Computer Science"
321;21101028597;"Ledger";journal;"23795980";"University Library System, University of Pittsburgh";Yes;Yes;0,214;Q4;10;9;18;350;20;14;0,89;38,89;17,65;0;1;United States;Northern America;"University Library System, University of Pittsburgh";"2019-2024";"Computer Science (miscellaneous) (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Computer Science Applications (Q4); Software (Q4)";"Computer Science; Economics, Econometrics and Finance"
322;19869;"Programming and Computer Software";journal;"16083261, 03617688";"Pleiades Publishing";No;No;0,212;Q4;23;99;251;2802;175;249;0,61;28,30;22,77;0;9;United States;Northern America;"Pleiades Publishing";"1978-1992, 1996-2025";"Software (Q4)";"Computer Science"
323;21101044836;"Journal of Computer Science and Technology (Argentina)";journal;"16666046, 16666038";"Facultad de Informatica, Universidad Nacional de La Plata";Yes;Yes;0,210;Q4;6;18;51;576;59;48;1,03;32,00;22,22;0;4;Argentina;Latin America;"Facultad de Informatica, Universidad Nacional de La Plata";"2019-2024";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Computer Science (miscellaneous) (Q4); Computer Vision and Pattern Recognition (Q4); Hardware and Architecture (Q4); Software (Q4)";"Computer Science"
324;13024;"Acta Cybernetica";journal;"0324721X";"University of Szeged, Institute of Informatics";Yes;No;0,207;Q4;19;29;55;721;30;52;0,39;24,86;13,21;0;2;Hungary;Eastern Europe;"University of Szeged, Institute of Informatics";"1990-2024";"Information Systems and Management (Q3); Computational Theory and Mathematics (Q4); Computer Science (miscellaneous) (Q4); Computer Vision and Pattern Recognition (Q4); Electrical and Electronic Engineering (Q4); Management Science and Operations Research (Q4); Software (Q4); Theoretical Computer Science (Q4)";"Computer Science; Decision Sciences; Engineering; Mathematics"
325;18936;"IEICE Transactions on Communications";journal;"09168516, 17451345";"Maruzen Co., Ltd/Maruzen Kabushikikaisha";No;No;0,207;Q4;60;98;479;2935;343;462;0,66;29,95;16,33;0;10;Japan;Asiatic Region;"Maruzen Co., Ltd/Maruzen Kabushikikaisha";"1993-2025";"Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4); Software (Q4)";"Computer Science; Engineering"
326;19270;"International Journal of Software Engineering and Knowledge Engineering";journal;"17936403, 02181940";"World Scientific Publishing Co. Pte Ltd";No;No;0,206;Q4;43;78;220;3209;208;213;0,99;41,14;32,77;0;3;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"1996-2025";"Computer Graphics and Computer-Aided Design (Q3); Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Software (Q4)";"Computer Science"
327;19400156805;"International Journal of Information and Computer Security";journal;"17441765, 17441773";"Inderscience Enterprises Ltd";No;No;0,204;Q4;19;49;194;1912;178;192;1,01;39,02;31,62;0;3;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007-2024";"Computer Networks and Communications (Q4); Hardware and Architecture (Q4); Safety, Risk, Reliability and Quality (Q4); Software (Q4)";"Computer Science; Engineering"
328;11700154336;"Journal of Computer Science";journal;"15493636";"Science Publications";Yes;No;0,200;Q4;38;157;318;5672;348;318;0,94;36,13;36,53;0;46;United States;Northern America;"Science Publications";"2008-2025";"Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Software (Q4)";"Computer Science"
329;19700186849;"International Journal of Ambient Computing and Intelligence";journal;"19416245, 19416237";"IGI Global Publishing";No;No;0,197;Q4;27;9;74;243;89;74;1,24;27,00;50,00;0;5;United States;Northern America;"IGI Global Publishing";"2009-2014, 2016-2024";"Software (Q4)";"Computer Science"
330;21100223313;"Journal of Information Hiding and Multimedia Signal Processing";journal;"20734239, 20734212";"Taiwan Ubiquitous Information";No;No;0,197;Q4;31;22;59;678;53;58;1,00;30,82;37,25;0;3;Taiwan;Asiatic Region;"Taiwan Ubiquitous Information";"2010-2024";"Computer Vision and Pattern Recognition (Q4); Software (Q4)";"Computer Science"
331;21100948917;"Journal of Computational Technologies";journal;"2313691X, 15607534";"Institute of Computational Technologies SB RAS";No;No;0,196;Q4;5;41;141;948;44;141;0,36;23,12;24,72;0;5;Russian Federation;Eastern Europe;"Institute of Computational Technologies SB RAS";"2019-2024";"Applied Mathematics (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Numerical Analysis (Q4); Software (Q4)";"Computer Science; Mathematics"
332;24802;"Neural Network World";journal;"23364335, 12100552";"Czech Technical University in Prague";No;No;0,196;Q4;30;0;67;0;74;67;1,09;0,00;0,00;0;0;Czech Republic;Eastern Europe;"Czech Technical University in Prague";"1994-2023";"Artificial Intelligence (Q4); Hardware and Architecture (Q4); Neuroscience (miscellaneous) (Q4); Software (Q4)";"Computer Science; Neuroscience"
333;12100157172;"International Journal of Embedded Systems";journal;"17411076, 17411068";"Inderscience Enterprises Ltd";No;No;0,195;Q4;20;24;146;690;168;146;1,23;28,75;33,96;0;7;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2010, 2013-2024";"Hardware and Architecture (Q4); Software (Q4)";"Computer Science"
334;21101000293;"Mekhatronika, Avtomatizatsiya, Upravlenie";journal;"16846427, 26191253";"New Technologies Publishing House";No;No;0,190;Q4;6;69;219;1473;97;219;0,50;21,35;16,42;0;13;Russian Federation;Eastern Europe;"New Technologies Publishing House";"2019-2025";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4); Human-Computer Interaction (Q4); Software (Q4)";"Computer Science; Engineering"
335;24906;"Automatic Control and Computer Sciences";journal;"1558108X, 01464116";"Pleiades Publishing";No;No;0,189;Q4;24;91;347;2106;253;347;0,62;23,14;33,52;0;14;United States;Northern America;"Pleiades Publishing";"1973-2024";"Control and Systems Engineering (Q4); Signal Processing (Q4); Software (Q4)";"Computer Science; Engineering"
336;21100855995;"International Journal of Cloud Computing";journal;"20439997, 20439989";"Inderscience Enterprises Ltd";No;No;0,188;Q4;11;27;119;1085;126;118;0,68;40,19;28,85;0;7;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2017-2024";"Computer Networks and Communications (Q4); Computer Science Applications (Q4); Computer Science (miscellaneous) (Q4); Software (Q4)";"Computer Science"
337;19700186872;"International Journal of Cognitive Informatics and Natural Intelligence";journal;"15573958, 15573966";"IGI Global Publishing";No;No;0,185;Q4;28;31;102;875;91;102;1,08;28,23;46,58;0;7;United States;Northern America;"IGI Global Publishing";"2007-2025";"Artificial Intelligence (Q4); Human-Computer Interaction (Q4); Software (Q4)";"Computer Science"
338;16947;"International Journal of Web Services Research";journal;"15465004, 15457362";"IGI Publishing";No;No;0,184;Q4;28;10;31;319;38;31;0,50;31,90;26,67;0;2;United States;Northern America;"IGI Publishing";"2004-2024";"Computer Networks and Communications (Q4); Information Systems (Q4); Software (Q4)";"Computer Science"
339;26713;"Jisuanji Gongcheng/Computer Engineering";journal;"10003428";"Shanghai Jisuanji Xuehui/Shanghai Computer Society";No;No;0,181;Q4;21;453;1400;14406;1159;1400;0,93;31,80;36,38;0;56;China;Asiatic Region;"Shanghai Jisuanji Xuehui/Shanghai Computer Society";"1998, 2001-2006, 2019-2024";"Computer Graphics and Computer-Aided Design (Q3); Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Hardware and Architecture (Q4); Software (Q4)";"Computer Science"
340;21100843325;"Supercomputing Frontiers and Innovations";journal;"23138734, 24096008";"South Ural State University";Yes;Yes;0,178;Q4;19;27;80;811;52;80;0,64;30,04;22,00;0;4;Russian Federation;Eastern Europe;"South Ural State University";"2014-2024";"Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Hardware and Architecture (Q4); Information Systems (Q4); Software (Q4)";"Computer Science"
341;21100823281;"International Journal of Software Innovation";journal;"21667179, 21667160";"IGI Global Publishing";No;No;0,177;Q4;13;3;202;91;175;202;0,91;30,33;36,36;0;0;United States;Northern America;"IGI Global Publishing";"2017-2024";"Computer Graphics and Computer-Aided Design (Q3); Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Software (Q4)";"Computer Science"
342;21100827462;"Journal of Advanced Manufacturing Technology";journal;"19853157, 22898107";"Penerbit Universiti Teknikal Malaysia Melaka";Yes;Yes;0,175;Q4;10;34;70;809;50;69;0,61;23,79;33,33;0;15;Malaysia;Asiatic Region;"Penerbit Universiti Teknikal Malaysia Melaka";"2017-2024";"Industrial and Manufacturing Engineering (Q3); Automotive Engineering (Q4); Computer Networks and Communications (Q4); Control and Optimization (Q4); Hardware and Architecture (Q4); Management of Technology and Innovation (Q4); Software (Q4)";"Business, Management and Accounting; Computer Science; Engineering; Mathematics"
343;21100872796;"International Journal of Semantic Computing";journal;"17937108, 1793351X";"World Scientific";No;No;0,173;Q4;22;36;92;1272;66;76;0,79;35,33;25,89;0;9;Singapore;Asiatic Region;"World Scientific";"2007-2024";"Linguistics and Language (Q2); Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Information Systems (Q4); Software (Q4)";"Computer Science; Social Sciences"
344;26141;"Parallel Processing Letters";journal;"1793642X, 01296264";"World Scientific";No;No;0,173;Q4;34;18;61;565;34;61;0,56;31,39;36,59;0;0;Singapore;Asiatic Region;"World Scientific";"1994-2025";"Hardware and Architecture (Q4); Software (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
345;21101029506;"Journal of Network Intelligence";journal;"24148105";"Taiwan Ubiquitous Information";No;No;0,172;Q4;13;164;239;5387;131;239;0,50;32,85;31,88;0;26;Taiwan;Asiatic Region;"Taiwan Ubiquitous Information";"2018-2024";"Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4); Information Systems (Q4); Software (Q4)";"Computer Science; Engineering; Mathematics"
346;20765;"Shuju Caiji Yu Chuli/Journal of Data Acquisition and Processing";journal;"10049037";"Nanjing University of Aeronautics an Astronautics";Yes;No;0,159;Q4;18;105;358;3473;219;357;0,65;33,08;35,53;0;8;China;Asiatic Region;"Nanjing University of Aeronautics an Astronautics";"2001-2024";"Signal Processing (Q4); Software (Q4)";"Computer Science"
347;21101073952;"ISeCure";journal;"20083076, 20082045";"Iranian Society of Cryptology";No;Yes;0,158;Q4;7;6;75;251;36;75;0,50;41,83;14,29;0;0;Iran;Middle East;"Iranian Society of Cryptology";"2019-2025";"Applied Mathematics (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Information Systems (Q4); Software (Q4)";"Computer Science; Mathematics"
348;21101059784;"Journal of Cyber Security";journal;"20961146";"Chinese Academy of Sciences";No;No;0,155;Q4;11;71;184;3821;121;183;0,49;53,82;33,45;0;6;China;Asiatic Region;"Chinese Academy of Sciences";"2019-2024";"Computer Networks and Communications (Q4); Computer Science Applications (Q4); Hardware and Architecture (Q4); Information Systems (Q4); Safety Research (Q4); Software (Q4)";"Computer Science; Social Sciences"
349;21100902603;"Informatsionno-Upravliaiushchie Sistemy";journal;"25418610, 16848853";"Saint Petersburg State University of Aerospace Instrumentation";No;No;0,154;Q4;11;24;110;690;51;110;0,44;28,75;26,15;0;2;Russian Federation;Eastern Europe;"Saint Petersburg State University of Aerospace Instrumentation";"2018-2024";"Computer Science Applications (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Human-Computer Interaction (Q4); Information Systems (Q4); Software (Q4)";"Computer Science; Engineering; Mathematics"
350;21100220382;"International Journal of Computer Aided Engineering and Technology";journal;"17572665, 17572657";"Inderscience";No;No;0,154;Q4;16;1;154;25;88;152;0,83;25,00;0,00;0;0;Switzerland;Western Europe;"Inderscience";"2008-2024";"Computer Science Applications (Q4); Engineering (miscellaneous) (Q4); Software (Q4)";"Computer Science; Engineering"
351;25574;"Jisuanji Fuzhu Sheji Yu Tuxingxue Xuebao/Journal of Computer-Aided Design and Computer Graphics";journal;"10039775";"Institute of Computing Technology";No;No;0,153;Q4;30;112;583;4456;444;582;0,60;39,79;36,34;0;7;China;Asiatic Region;"Institute of Computing Technology";"2001-2024";"Computer Graphics and Computer-Aided Design (Q4); Software (Q4)";"Computer Science"
352;87936;"Moshi Shibie yu Rengong Zhineng/Pattern Recognition and Artificial Intelligence";journal;"10036059";"Science Press";No;No;0,153;Q4;27;83;280;3458;200;280;0,70;41,66;34,39;0;2;China;Asiatic Region;"Science Press";"2001-2024";"Artificial Intelligence (Q4); Computer Vision and Pattern Recognition (Q4); Software (Q4)";"Computer Science"
353;21101113592;"Experience of Designing and Application of CAD Systems in Microelectronics";journal;"25727591";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,151;Q4;13;0;54;0;32;53;0,00;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2019, 2021";"Computer Graphics and Computer-Aided Design (Q4); Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4); Modeling and Simulation (Q4); Safety, Risk, Reliability and Quality (Q4); Software (Q4)";"Computer Science; Engineering; Mathematics"
354;14411;"International Journal of Information Technology and Management";journal;"14614111, 17415179";"Inderscience Enterprises Ltd";No;No;0,149;Q4;20;23;71;641;32;71;0,45;27,87;29,73;0;3;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2002-2025";"Computer Networks and Communications (Q4); Computer Science Applications (Q4); Hardware and Architecture (Q4); Software (Q4)";"Computer Science"
355;21100878578;"International Journal of Cyber Warfare and Terrorism";journal;"19473435, 19473443";"IGI Global Publishing";No;No;0,145;Q4;9;5;42;275;57;42;2,09;55,00;16,67;0;3;United States;Northern America;"IGI Global Publishing";"2018-2024";"Computer Networks and Communications (Q4); Hardware and Architecture (Q4); Information Systems and Management (Q4); Safety Research (Q4); Safety, Risk, Reliability and Quality (Q4); Software (Q4)";"Computer Science; Decision Sciences; Engineering; Social Sciences"
356;21100824863;"Electronic Communications of the EASST";journal;"18632122";"European Association of Software Science and Technology";Yes;Yes;0,143;Q4;25;0;62;0;26;62;0,43;0,00;0,00;0;0;Germany;Western Europe;"European Association of Software Science and Technology";"2006-2022";"Computational Theory and Mathematics (Q4); Software (Q4)";"Computer Science"
357;26693;"International Journal for Engineering Modelling";journal;"13301365, 18498671";"University of Split";No;No;0,143;Q4;13;13;33;294;25;33;0,63;22,62;19,35;0;1;Croatia;Eastern Europe;"University of Split";"1991-1992, 1994-2024";"Computer Science Applications (Q4); Mechanical Engineering (Q4); Mechanics of Materials (Q4); Modeling and Simulation (Q4); Software (Q4)";"Computer Science; Engineering; Mathematics"
358;21100935898;"Computer Science Journal of Moldova";journal;"15614042";"Institute of Mathematics and Computer Science of Moldova";Yes;Yes;0,139;Q4;7;21;62;523;37;59;0,67;24,90;23,08;0;3;Moldova;Eastern Europe;"Institute of Mathematics and Computer Science of Moldova";"2019-2024";"Artificial Intelligence (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Control and Optimization (Q4); Modeling and Simulation (Q4); Software (Q4)";"Computer Science; Mathematics"
359;21101227055;"Visible Language";journal;"00222224, 26915529";"University of Cincinnati";No;No;0,137;Q4;5;5;20;238;6;18;0,29;47,60;20,00;0;0;United States;Northern America;"University of Cincinnati";"2019-2024";"Computational Theory and Mathematics (Q4); Education (Q4); Human-Computer Interaction (Q4); Software (Q4)";"Computer Science; Social Sciences"
360;17700156776;"International Journal of Information and Communication Technology";journal;"14666642, 17418070";"Inderscience Enterprises Ltd";No;No;0,136;Q4;13;116;176;2973;115;176;0,75;25,63;37,92;0;22;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007-2025";"Computer Networks and Communications (Q4); Computer Science Applications (Q4); Information Systems (Q4); Software (Q4)";"Computer Science"
361;21100935773;"Journal of Cryptologic Research";journal;"20957025";"Chinese Association for Cryptologic Research";No;No;0,136;Q4;17;66;262;3249;146;259;0,55;49,23;35,29;0;0;China;Asiatic Region;"Chinese Association for Cryptologic Research";"2014-2024";"Applied Mathematics (Q4); Computational Mathematics (Q4); Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4); Software (Q4)";"Computer Science; Engineering; Mathematics"
362;21100411629;"Web Intelligence";journal;"24056464, 24056456";"SAGE Publications Ltd";No;No;0,136;Q4;26;31;78;1264;39;78;0,46;40,77;45,28;0;8;Netherlands;Western Europe;"SAGE Publications Ltd";"2015-2024";"Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Software (Q4)";"Computer Science"
